# temperature_K system_id system_label bin_meV dens_1_per_meV cum
100 1 (TiO$_{2}$)$_{1}$ 2.600000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 2.700000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 2.800000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 2.9000000000000012 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.0000000000000013 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.1000000000000014 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.2000000000000015 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.3000000000000016 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.4000000000000017 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.5000000000000018 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.600000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.700000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.800000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 3.900000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.000000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.100000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.200000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.300000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.4 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.5 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.6 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.699999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.799999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.899999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 4.999999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.099999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.1999999999999975 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.299999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.399999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.4999999999999964 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.599999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.699999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.799999999999995 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.899999999999995 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 5.999999999999995 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.099999999999994 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.199999999999994 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.299999999999994 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.399999999999993 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.499999999999993 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.5999999999999925 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.699999999999992 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.799999999999992 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.8999999999999915 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 6.999999999999991 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.099999999999991 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.19999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.29999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.39999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.499999999999989 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.599999999999989 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.699999999999989 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.799999999999988 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.899999999999988 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 7.999999999999988 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.099999999999987 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.199999999999987 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.299999999999986 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.399999999999986 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.499999999999986 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.599999999999985 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.699999999999985 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.799999999999985 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.899999999999984 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 8.999999999999984 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.099999999999984 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.199999999999983 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.299999999999983 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.399999999999983 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.499999999999982 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.599999999999982 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.699999999999982 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.799999999999981 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.89999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 9.99999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.09999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.19999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.29999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.399999999999979 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.499999999999979 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.599999999999978 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.699999999999978 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.799999999999978 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.899999999999977 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 10.999999999999977 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.099999999999977 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.199999999999976 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.299999999999976 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.399999999999975 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.499999999999975 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.599999999999975 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.699999999999974 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.799999999999974 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.899999999999974 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 11.999999999999973 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.099999999999973 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.199999999999973 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.299999999999972 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.399999999999972 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.499999999999972 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.599999999999971 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.69999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.79999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.89999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 12.99999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.09999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.199999999999969 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.299999999999969 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.399999999999968 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.499999999999968 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.599999999999968 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.699999999999967 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.799999999999967 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.899999999999967 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 13.999999999999966 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.099999999999966 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.199999999999966 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.299999999999965 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.399999999999965 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.499999999999964 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.599999999999964 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.699999999999964 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.799999999999963 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.899999999999963 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 14.999999999999963 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.099999999999962 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.199999999999962 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.299999999999962 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.399999999999961 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.499999999999961 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.59999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.69999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.79999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.89999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 15.99999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.09999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.19999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.29999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.399999999999963 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.499999999999964 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.599999999999966 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.699999999999967 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.79999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.89999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 16.99999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.099999999999973 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.199999999999974 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.299999999999976 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.399999999999977 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.49999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.59999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.69999999999998 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.799999999999983 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.899999999999984 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 17.999999999999986 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.099999999999987 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.19999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.29999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.39999999999999 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.499999999999993 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.599999999999994 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.699999999999996 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.799999999999997 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 18.9 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.0 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.1 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.200000000000003 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.300000000000004 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.400000000000006 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.500000000000007 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.60000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.70000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.80000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 19.900000000000013 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.000000000000014 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.100000000000016 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.200000000000017 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.30000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.40000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.50000000000002 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.600000000000023 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.700000000000024 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.800000000000026 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 20.900000000000027 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.00000000000003 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.10000000000003 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.20000000000003 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.300000000000033 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.400000000000034 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.500000000000036 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.600000000000037 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.70000000000004 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.80000000000004 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 21.90000000000004 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.000000000000043 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.100000000000044 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.200000000000045 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.300000000000047 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.40000000000005 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.50000000000005 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.60000000000005 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.700000000000053 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.800000000000054 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 22.900000000000055 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.000000000000057 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.10000000000006 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.20000000000006 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.30000000000006 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.400000000000063 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.500000000000064 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.600000000000065 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.700000000000067 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.800000000000068 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 23.90000000000007 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.00000000000007 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.100000000000072 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.200000000000074 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.300000000000075 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.400000000000077 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.500000000000078 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.60000000000008 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.70000000000008 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.800000000000082 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 24.900000000000084 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.000000000000085 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.100000000000087 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.200000000000088 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.30000000000009 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.40000000000009 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.500000000000092 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.600000000000094 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.700000000000095 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.800000000000097 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 25.900000000000098 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.0000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.1000000000001 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.200000000000102 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.300000000000104 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.400000000000105 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.500000000000107 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.600000000000108 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.70000000000011 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.80000000000011 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 26.900000000000112 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.000000000000114 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.100000000000115 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.200000000000117 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.300000000000118 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.40000000000012 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.50000000000012 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.600000000000122 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.700000000000124 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.800000000000125 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 27.900000000000126 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.000000000000128 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.10000000000013 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.20000000000013 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.300000000000132 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.400000000000134 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.500000000000135 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.600000000000136 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.700000000000138 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.80000000000014 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 28.90000000000014 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.000000000000142 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.100000000000144 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.200000000000145 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.300000000000146 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.400000000000148 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.50000000000015 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.60000000000015 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.700000000000152 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.800000000000153 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 29.900000000000155 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.000000000000156 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.100000000000158 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.20000000000016 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.30000000000016 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.400000000000162 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.500000000000163 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.600000000000165 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.700000000000166 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.800000000000168 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 30.90000000000017 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.00000000000017 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.100000000000172 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.200000000000173 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.300000000000175 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.400000000000176 0.0 0.9999999999995612
100 1 (TiO$_{2}$)$_{1}$ 31.500000000000178 0.0 0.9999999999995612
